pot_num,train_energy_rmse,train_energy_atom_rmse,train_forces_rmse,val_energy_rmse,val_energy_atom_rmse,val_forces_rmse,train_time
1,0.09327016823610065,0.0029146927573781454,0.07776093483721216,0.1613119951890708,0.0050409998496584625,0.12000642688518315,339.1416070535779
2,0.07708313180347405,0.002408847868858564,0.07407160286859843,0.12431863206437181,0.003884957252011619,0.11301517163833591,364.9691368546337
3,0.08665854065468477,0.002708079395458899,0.07386016320193703,0.12994012237106037,0.0040606288240956365,0.1104552943403861,366.3424741066992
4,0.0798301136840876,0.0024946910526277375,0.06069823603074314,0.13728354771570836,0.004290110866115886,0.08931568358691798,369.00964752584696
5,0.09978100566161732,0.0031181564269255413,0.07471360501116996,0.1734219638476015,0.005419436370237547,0.11548682713913308,359.9621797017753
