pot_num,train_epa_rmse,train_forces_rmse,val_epa_rmse,val_forces_rmse,time_adam,steps_adam,epochs_adam,final_loss_adam,time_lbfgs,nit,success,final_loss_lbfgs
1,0.012255301715628162,0.42538496688392,0.02339283513417995,0.6849707753741373,205.49640488997102,800,159,18.65982653365915,285.44355756416917,300,0,23.417426887783773
2,0.01045845284049883,0.37894005715858603,0.01881751322115632,0.6228289201437325,204.25500588864088,800,159,8.408057221949662,320.78146870806813,300,0,22.889449301803946
3,0.009047667420817378,0.3148777901762854,0.016058691107557838,0.49339683519649913,274.1293898895383,800,159,15.324907561121638,332.4880442209542,300,0,15.546023871691256
4,0.008895327605760507,0.3348776053341876,0.016292017709894607,0.5451930917528944,236.63208089023829,800,159,9.200541858096544,319.40178537368774,300,0,16.94453564753078
5,0.010604005835771509,0.3849111710462361,0.01918843471980997,0.6467674242151381,305.527072776109,800,159,7.9074428142358135,291.9856274537742,300,0,22.711875196475507
