pot_num,train_energy_rmse,train_energy_atom_rmse,train_forces_rmse,val_energy_rmse,val_energy_atom_rmse,val_forces_rmse,train_time
1,7.5575695059942305,0.4173344297373319,0.515170415929221,6.05411864933606,0.4768755326019342,0.5234714983128431,212.14200611133128
2,7.557569507896758,0.41733442936942716,0.5151704159741137,6.054118660593177,0.47687553221557183,0.5234714983238214,149.11847197264433
3,7.557569502950332,0.41733442947060256,0.5151704161216563,6.054118660316988,0.47687553210480327,0.5234714984912334,98.0180044611916
4,7.5575695129945055,0.41733442900852763,0.5151704159201159,6.054118659277783,0.476875531976642,0.5234714982838593,130.59215393010527
5,7.557569507870695,0.4173344293669548,0.515170415976775,6.0541186606757815,0.4768755322061794,0.523471498326159,135.67839714325964
