pot_num,train_energy_rmse,train_energy_atom_rmse,train_forces_rmse,val_energy_rmse,val_energy_atom_rmse,val_forces_rmse,train_time
1,7.557569507900629,0.41733442936737636,0.5151704159752529,6.0541186606840505,0.4768755322096451,0.523471498324915,198.23105031251907
2,7.557569508001623,0.41733442936276866,0.5151704159704529,6.0541186604486,0.47687553223145773,0.5234714983219703,125.34662604704499
3,7.557569508563208,0.41733442939679016,0.5151704159356546,6.054118660876893,0.47687553225139623,0.5234714982901347,207.0820946134627
4,7.557569517454723,0.4173344295073102,0.5151704152858283,6.054118646123793,0.4768755331616462,0.5234714976990156,132.76031321659684
5,7.557569508525946,0.4173344293582873,0.5151704159728144,6.054118661528429,0.4768755321948076,0.5234714983232778,184.6321528479457
